student_id,academic_year,online_access_count,test_scores,project_grades,assignment_completion,final_points,final_grade,graduate,semester,engagement_score
3342,2021,7,14.78,18.55,17.81,16.857,B,0,1,0.515188457
3343,2023,0,11.0,16.88,14.77,14.0005,B,1,2,0.369243517
3344,2020,8,16.5,17.9,18.3,17.44,A,1,2,0.53747333
3345,2019,2,16.18,15.75,19.01,16.737,B,1,1,0.495297146
3346,2020,7,17.56,17.25,18.06,17.5765,A,1,1,0.521487108
3347,2023,4,9.94,16.42,18.63,14.3805,B,1,1,0.505749868
3348,2019,2,19.07,18.47,14.81,17.795,A,1,2,0.390212472
3349,2023,2,14.07,11.15,17.59,13.928,C,1,2,0.459771848
3350,2019,12,18.48,15.93,17.87,17.435,A,1,1,0.566716364
3351,2023,4,12.71,15.29,15.03,14.193,B,1,1,0.41563391
3352,2022,2,17.93,17.59,14.23,16.886,B,1,1,0.375661498
3353,2022,2,17.83,18.37,12.44,16.6715,B,1,1,0.330938744
3354,2020,7,10.44,14.58,14.7,12.954,C,1,2,0.437583197
3355,2021,10,17.83,16.15,15.02,16.5395,B,1,2,0.475485059
3356,2020,6,14.8,15.0,18.73,15.8525,B,1,1,0.528310607
3357,2022,2,16.0,12.76,11.81,13.8185,C,1,2,0.315202638
3358,2020,8,16.32,16.83,17.33,16.751,B,1,2,0.513369838
3359,2020,5,13.89,14.03,15.33,14.299,B,1,2,0.433127459
3360,2023,4,10.79,14.15,17.64,13.6785,C,1,2,0.480916634
3361,2023,6,14.2,14.04,18.24,15.154,B,1,2,0.515981563
3362,2023,1,10.63,17.64,18.06,14.941,B,0,1,0.461378337
3363,2021,10,16.72,12.35,15.31,14.838,B,1,2,0.482735301
3364,2020,7,14.81,20.0,14.58,16.569,B,1,1,0.434507492
3365,2023,6,13.66,13.9,17.86,14.794,B,1,2,0.506474497
3366,2022,6,18.11,16.5,13.29,16.3415,B,1,1,0.392311776
3367,2020,7,10.35,13.2,19.71,13.6875,C,1,1,0.562832483
3368,2019,3,13.1,16.72,14.8,14.792,B,1,2,0.399991427
3369,2022,4,15.59,18.99,17.32,17.2125,A,1,1,0.472966537
3370,2022,3,16.45,18.65,16.72,17.2875,A,1,1,0.44810301
3371,2023,13,13.98,18.9,17.32,16.537,B,1,1,0.563022222
3372,2023,8,13.41,20.0,15.61,16.2665,B,1,2,0.470256749
3373,2019,11,13.14,16.3,17.65,15.3735,B,1,1,0.551149494
3374,2023,4,16.4,14.78,16.82,15.938,B,1,2,0.460600543
3375,2021,1,18.49,20.0,15.51,18.2735,A,1,1,0.397808437
3376,2022,3,14.71,19.47,17.51,17.076,A,1,2,0.467679168
3377,2023,5,16.81,13.04,17.36,15.628,B,1,2,0.48391935
3378,2022,3,16.95,17.3,16.19,16.8825,B,1,1,0.434700892
3379,2022,5,14.74,17.3,19.24,16.761,B,1,1,0.530935508
3380,2020,6,13.77,13.27,18.74,14.8375,B,1,2,0.528498909
3381,2021,2,20.0,14.72,16.01,17.1545,A,0,1,0.42026503
3382,2019,10,11.3,14.54,17.67,14.0265,B,1,2,0.541719843
3383,2019,0,13.74,17.57,18.08,16.1655,B,1,2,0.452005092
3384,2022,2,9.76,13.66,17.51,13.0625,C,1,2,0.457783174
3385,2019,8,17.87,18.85,17.14,18.0305,A,1,2,0.50859039
3386,2020,3,12.46,13.41,16.56,13.8175,C,1,2,0.443915739
3387,2020,7,14.97,15.82,16.72,15.705,B,1,1,0.487968591
3388,2023,7,19.73,20.0,17.88,19.362,A,1,2,0.516960665
3389,2019,9,15.23,16.9,11.2,14.807,B,1,2,0.369938021
3390,2021,2,16.64,15.77,13.22,15.4805,B,1,1,0.350467074
3391,2019,5,12.66,19.44,17.44,16.228,B,1,2,0.486117463
3392,2019,2,19.9,13.91,16.9,17.0535,A,1,1,0.442433064
3393,2022,4,15.1,12.13,17.29,14.608,B,1,2,0.47224003
3394,2020,4,11.26,17.17,15.15,14.301,B,1,2,0.418694141
3395,2023,5,14.58,13.27,18.67,15.144,B,1,1,0.516721826
3396,2023,6,16.78,13.71,15.33,15.343,B,1,2,0.443184016
3397,2019,4,9.09,17.5,17.82,14.216,B,1,2,0.485617938
3398,2020,5,18.73,12.96,15.25,15.8405,B,1,1,0.431218343
3399,2019,1,18.55,16.95,17.81,17.805,A,1,2,0.455271484
3400,2019,7,15.86,13.14,17.48,15.313,B,1,2,0.507038553
3401,2020,1,12.21,16.13,17.26,14.8445,B,1,1,0.441450842
3402,2019,5,10.67,18.37,18.27,15.265,B,1,1,0.50662795
3403,2021,6,13.74,17.91,18.03,16.272,B,1,1,0.510660926
3404,2020,4,11.35,13.81,13.77,12.816,C,1,1,0.38435079
3405,2023,5,17.14,17.7,13.16,16.341,B,0,2,0.378981262
3406,2021,8,10.98,18.53,14.37,14.47,B,1,1,0.439181749
3407,2019,3,17.5,14.71,15.61,16.051,B,1,2,0.420321481
3408,2020,13,17.42,20.0,13.16,17.258,A,1,1,0.459084849
3409,2022,3,17.32,20.0,15.26,17.743,A,1,2,0.411482891
3410,2021,0,16.09,16.97,16.59,16.523,B,1,1,0.414778807
3411,2019,4,12.54,16.93,12.3,14.0165,B,1,1,0.347490699
3412,2021,8,17.1,13.99,11.84,14.6965,B,1,2,0.375953559
3413,2023,8,13.75,17.28,17.89,16.0205,B,1,2,0.52721328
3414,2019,8,15.45,15.56,14.57,15.2685,B,1,1,0.444255905
3415,2019,4,14.24,16.74,12.94,14.79,B,1,2,0.363622326
3416,2023,5,19.42,18.93,16.01,18.396,A,1,1,0.450174366
3417,2022,8,13.77,17.09,16.88,15.7095,B,1,2,0.501986325
3418,2023,3,17.36,13.9,18.41,16.4115,B,1,1,0.490183399
3419,2019,5,14.23,15.3,18.85,15.7595,B,1,2,0.521173618
3420,2023,1,14.01,18.58,16.91,16.3345,B,1,1,0.432671591
3421,2022,3,7.67,11.6,16.74,11.313,C,1,1,0.448521024
3422,2021,6,16.9,20.0,16.18,17.805,A,0,2,0.464621421
3423,2019,5,14.17,20.0,17.4,17.018,A,0,2,0.484964562
3424,2020,9,16.85,17.96,16.43,17.1335,A,1,1,0.500704621
3425,2021,1,16.9,19.31,17.53,17.901,A,1,1,0.448252077
3426,2022,4,19.46,13.66,16.72,16.745,B,1,1,0.458098111
3427,2022,3,10.64,16.81,14.62,13.7945,C,0,1,0.395484954
3428,2022,5,15.75,15.53,13.31,15.063,B,1,2,0.382757137
3429,2022,3,15.22,18.08,16.71,16.5935,B,1,2,0.447733708
3430,2021,4,16.35,14.88,11.92,14.728,B,1,2,0.337905992
3431,2023,5,16.69,12.86,14.22,14.732,B,1,1,0.405401701
3432,2020,10,20.0,17.34,16.55,18.2065,A,1,2,0.513740347
3433,2021,8,15.82,14.03,15.41,15.091,B,0,1,0.465171378
3434,2020,16,13.92,17.27,19.1,16.3875,B,1,2,0.637502134
3435,2023,8,15.52,17.22,16.57,16.3775,B,1,1,0.494151853
3436,2023,4,10.16,13.01,16.68,12.7875,C,1,1,0.456920619
3437,2019,2,16.55,12.8,14.56,14.74,B,1,2,0.384092979
3438,2020,2,13.11,17.85,19.41,16.344,B,1,1,0.505217191
3439,2022,3,13.82,17.27,16.33,15.655,B,0,2,0.438371678
3440,2019,9,12.56,14.77,15.89,14.166,B,1,2,0.487365741
3441,2023,10,13.45,18.19,13.24,15.0565,B,1,2,0.43105674
3442,2021,3,14.35,14.53,18.43,15.433,B,1,1,0.490865033
3443,2022,6,15.65,14.55,13.08,14.6225,B,0,2,0.387010088
3444,2023,4,14.12,18.68,9.98,14.681,B,1,1,0.289612687
3445,2020,3,11.99,11.33,16.99,13.009,C,0,1,0.45466562
3446,2019,7,14.51,14.03,16.19,14.762,B,1,2,0.474693807
3447,2021,2,15.34,17.45,16.41,16.346,B,1,2,0.430329092
3448,2021,1,12.93,14.45,17.85,14.692,B,1,1,0.456362094
3449,2023,5,12.47,15.42,16.95,14.6225,B,1,2,0.473832393
3450,2023,4,14.08,16.05,15.39,15.097,B,1,2,0.424871559
3451,2023,4,13.43,16.01,18.09,15.498,B,1,1,0.492175513
3452,2020,4,20.0,17.65,17.3,18.5025,A,1,2,0.472464744
3453,2023,6,16.49,18.25,15.58,16.8785,B,1,1,0.449586264
3454,2023,5,11.18,17.75,16.4,14.7845,B,1,2,0.45991458
3455,2019,3,12.77,16.08,17.57,15.1285,B,1,2,0.469191011
3456,2022,6,16.83,19.37,17.92,17.9915,A,1,1,0.50803057
3457,2023,2,11.17,16.54,17.7,14.682,B,1,2,0.462572105
3458,2022,7,18.12,20.0,19.38,19.093,A,1,1,0.554418667
3459,2021,6,14.74,14.96,16.51,15.2595,B,1,1,0.472684516
3460,2023,5,8.9,16.06,12.48,12.301,C,1,2,0.36210753
3461,2023,6,16.97,11.92,11.25,13.7725,C,1,1,0.341367295
3462,2019,5,14.39,15.32,10.61,13.7705,C,1,2,0.315312101
3463,2020,5,13.7,16.81,16.46,15.4785,B,1,1,0.461503889
3464,2021,3,14.98,20.0,15.51,16.8695,B,1,1,0.417742194
3465,2020,7,15.78,20.0,17.64,17.722,A,1,1,0.511116567
3466,2022,5,17.86,15.95,16.71,16.904,B,1,2,0.467637505
3467,2023,8,15.95,14.99,16.43,15.734,B,1,1,0.490839397
3468,2019,6,13.1,15.04,15.13,14.2865,B,1,1,0.438243061
3469,2020,3,15.25,15.76,18.53,16.2485,B,1,2,0.493309019
3470,2021,11,14.95,16.39,14.32,15.2965,B,0,1,0.467982401
3471,2021,3,17.75,17.5,15.78,17.17,A,1,1,0.424482128
3472,2022,1,18.11,15.01,14.62,16.1525,B,0,1,0.375571981
3473,2020,8,18.14,14.66,19.49,17.2595,A,1,2,0.567125186
3474,2023,6,14.71,20.0,18.48,17.504,A,1,1,0.522087622
3475,2020,3,14.92,15.27,15.6,15.2125,B,1,1,0.420075544
3476,2023,4,13.55,15.43,16.35,14.908,B,1,2,0.448792801
3477,2020,2,9.26,11.83,12.96,11.0845,C,1,1,0.344048175
3478,2022,9,19.49,15.06,16.38,17.162,A,1,2,0.499433919
3479,2023,1,17.66,15.58,17.3,16.842,B,1,1,0.442425132
3480,2020,6,14.65,16.46,13.16,14.911,B,1,2,0.388959944
3481,2020,5,15.08,14.35,17.5,15.4295,B,1,1,0.487483054
3482,2023,2,20.0,18.02,12.01,17.3095,A,0,2,0.320237665
3483,2019,9,14.09,17.78,15.36,15.699,B,1,1,0.473943488
3484,2023,6,15.55,16.7,11.24,14.875,B,1,2,0.340883064
3485,2022,2,14.33,17.09,16.7,15.8885,B,1,1,0.437375248
3486,2022,3,16.49,14.11,16.68,15.7045,B,1,1,0.447088913
3487,2020,4,12.6,14.59,17.35,14.484,B,1,1,0.473865499
3488,2020,7,13.66,15.41,13.32,14.1875,B,1,1,0.403072921
3489,2022,3,18.35,15.35,18.81,17.415,A,1,1,0.500193581
3490,2023,5,16.24,16.3,12.72,15.381,B,1,2,0.36796253
3491,2020,2,14.51,18.17,15.43,16.021,B,1,1,0.405801815
3492,2022,2,15.93,12.68,16.88,15.03,B,0,2,0.442066922
3493,2021,1,15.56,15.53,17.11,15.937,B,1,2,0.437851908
3494,2021,6,20.0,16.8,16.39,17.9775,A,1,2,0.469809573
3495,2021,7,16.33,16.3,18.54,16.872,B,1,2,0.533537029
3496,2020,4,17.65,18.71,12.49,16.731,B,0,1,0.352338188
3497,2020,6,20.0,16.51,12.12,16.8085,B,1,1,0.362911278
3498,2023,1,15.87,16.55,13.98,15.6355,B,0,1,0.359494007
3499,2019,0,15.43,15.94,16.88,15.971,B,1,2,0.422012216
3500,2020,4,14.28,14.53,15.61,14.7,B,1,1,0.43022654
3501,2019,6,14.83,17.27,11.61,14.879,B,1,1,0.350285257
3502,2023,9,18.79,16.44,16.22,17.325,A,0,1,0.495468885
3503,2020,7,16.47,15.83,16.05,16.141,B,1,2,0.471243595
3504,2023,2,11.84,11.22,17.33,12.9955,C,1,1,0.453167534
3505,2021,4,12.07,16.79,15.55,14.592,B,1,1,0.428786851
3506,2023,11,13.92,20.0,14.68,16.238,B,1,1,0.477086722
3507,2019,3,15.92,16.09,18.97,16.742,B,1,1,0.504199424
3508,2021,4,11.47,18.33,13.71,14.431,B,1,2,0.382783261
3509,2022,4,11.53,13.69,17.46,13.7685,C,1,2,0.476517507
3510,2019,9,15.69,12.93,14.99,14.549,B,1,1,0.464676977
3511,2019,5,17.82,20.0,14.24,17.688,A,0,2,0.405878317
3512,2019,4,14.42,11.85,12.38,13.0105,C,1,2,0.349447918
3513,2020,6,17.63,17.82,16.03,17.2965,A,1,1,0.460742794
3514,2022,6,16.73,13.17,18.85,16.014,B,0,1,0.53122314
3515,2021,7,10.92,12.84,16.87,13.0795,C,1,1,0.491851118
3516,2021,2,15.51,13.41,19.09,15.67,B,1,1,0.497274666
3517,2020,6,10.2,16.16,16.64,13.896,C,0,1,0.475981476
3518,2020,3,14.73,15.63,18.25,15.925,B,1,1,0.486265526
3519,2021,12,13.48,17.08,15.34,15.205,B,0,2,0.503472229
3520,2022,1,14.59,19.32,15.38,16.443,B,1,2,0.394502428
3521,2020,1,8.95,20.0,15.5,14.455,B,1,2,0.397620999
3522,2020,2,17.33,18.88,19.28,18.36,A,1,2,0.501957512
3523,2021,4,15.73,15.35,16.18,15.7095,B,1,2,0.444441215
3524,2020,3,14.85,17.26,18.7,16.656,B,1,2,0.497540152
3525,2020,1,15.23,18.37,16.55,16.659,B,1,2,0.423759936
3526,2019,1,12.29,20.0,17.11,16.1935,B,1,1,0.437709162
3527,2023,2,14.72,20.0,13.51,16.2655,B,1,1,0.357790589
3528,2021,3,14.87,12.7,17.37,14.7355,B,1,2,0.46421067
3529,2023,9,13.27,13.16,15.11,13.6915,C,1,1,0.46767358
3530,2021,9,12.65,15.99,16.92,14.8865,B,1,2,0.513061114
3531,2019,2,14.42,20.0,15.44,16.628,B,0,2,0.40608716
3532,2019,6,15.13,14.35,17.08,15.3445,B,1,2,0.486983096
3533,2023,6,12.05,17.09,14.29,14.374,B,1,1,0.417216062
3534,2020,7,17.36,17.32,12.93,16.2385,B,1,1,0.393167355
3535,2021,1,20.0,18.51,17.81,18.931,A,1,1,0.455335896
3536,2021,6,17.93,18.57,19.73,18.604,A,1,1,0.553246433
3537,2019,6,13.82,16.25,15.86,15.1805,B,1,2,0.45638839
3538,2023,4,14.86,15.07,12.15,14.256,B,1,2,0.343741886
3539,2019,16,9.06,13.88,16.86,12.697,C,1,1,0.581440559
3540,2020,11,13.16,14.31,15.36,14.1125,B,0,1,0.49390493
3541,2020,4,16.06,15.71,17.15,16.21,B,1,1,0.468825302
3542,2022,7,19.74,16.23,17.77,18.019,A,0,2,0.514208585
3543,2021,1,19.0,14.01,16.42,16.6085,B,1,1,0.42062123
3544,2022,7,13.86,18.18,17.38,16.252,B,1,1,0.504378694
3545,2022,10,17.83,20.0,14.52,17.762,A,1,1,0.462947062
3546,2019,5,20.0,16.04,17.55,18.0015,A,1,2,0.488835979
3547,2022,3,15.06,18.83,16.55,16.752,B,0,2,0.443800144
3548,2019,7,16.34,15.47,18.85,16.663,B,1,2,0.54131351
3549,2019,9,11.06,13.8,12.26,12.319,C,1,2,0.396451997
3550,2021,4,9.9,13.8,17.8,13.24,C,1,2,0.484876226
3551,2019,3,18.33,17.03,8.13,15.325,B,1,1,0.233175064
3552,2020,3,11.24,12.69,16.03,12.945,C,1,1,0.430695945
3553,2019,4,12.97,19.1,14.28,15.443,B,1,2,0.396948292
3554,2021,9,17.2,13.62,11.29,14.4695,B,1,2,0.372230101
3555,2021,1,19.96,12.21,19.09,17.03,A,1,2,0.487332185
3556,2019,8,13.91,18.86,19.17,16.9575,B,1,1,0.559262352
3557,2023,4,14.16,13.75,18.85,15.189,B,1,2,0.511176188
3558,2022,3,13.08,16.83,17.6,15.5225,B,1,2,0.470010227
3559,2020,5,12.82,16.47,16.99,15.14,B,1,1,0.47480987
3560,2020,7,17.99,18.54,8.26,15.75,B,1,1,0.276618451
3561,2022,0,14.53,17.38,18.71,16.5725,B,0,2,0.467719675
3562,2020,4,16.19,14.84,17.81,16.1225,B,1,2,0.485142987
3563,2023,9,20.0,18.3,15.79,18.3525,A,1,1,0.484707644
3564,2021,7,14.6,19.91,13.22,16.1135,B,1,1,0.40051287
3565,2023,6,13.38,20.0,18.46,16.967,B,1,1,0.521479366
3566,2020,4,15.72,14.75,17.81,15.903,B,1,1,0.485202564
3567,2022,5,16.6,18.8,17.14,17.505,A,1,1,0.478433267
3568,2020,0,11.25,18.92,12.98,14.367,B,1,1,0.324462278
3569,2020,1,17.53,15.51,10.69,15.113,B,0,2,0.277285056
3570,2021,4,15.22,18.19,15.87,16.422,B,1,2,0.4368692
3571,2023,12,13.76,14.18,18.44,15.077,B,1,1,0.5809381
3572,2020,0,13.96,14.0,17.41,14.8365,B,1,1,0.435196205
3573,2023,7,16.57,10.0,10.14,12.663,C,1,1,0.323616167
3574,2023,4,20.0,12.77,14.81,16.172,B,1,1,0.410206942
3575,2023,1,19.59,13.99,16.65,16.895,B,1,1,0.426188226
3576,2019,4,16.59,18.59,18.23,17.7,A,1,2,0.495737783
3577,2023,8,12.65,13.77,18.69,14.552,B,1,1,0.547162409
3578,2021,4,14.71,13.76,18.36,15.29,B,1,1,0.498915417
3579,2023,4,16.56,16.0,17.91,16.7015,B,1,1,0.487632191
3580,2019,5,16.31,19.12,11.37,16.0585,B,0,2,0.334209646
3581,2019,6,17.59,16.9,16.48,17.071,A,1,2,0.471979676
3582,2019,6,18.98,15.55,17.74,17.4695,A,1,1,0.503495643
3583,2023,5,9.0,16.47,18.05,13.877,C,0,2,0.501208781
3584,2022,9,15.15,19.24,14.67,16.4615,B,1,1,0.456661625
3585,2019,3,14.71,13.08,13.1,13.737,C,1,1,0.357500976
3586,2022,3,13.18,17.41,16.67,15.533,B,1,2,0.446748295
3587,2019,2,16.75,16.57,16.71,16.677,B,1,2,0.437672549
3588,2021,9,14.71,17.11,18.16,16.4125,B,1,2,0.543982389
3589,2020,9,17.97,14.19,16.14,16.1895,B,1,1,0.493406851
3590,2020,7,17.73,13.87,17.25,16.259,B,1,1,0.501320081
3591,2022,2,15.16,16.29,18.43,16.373,B,1,1,0.480724509
3592,2023,6,12.86,15.29,14.89,14.218,B,1,1,0.432137549
3593,2021,4,15.22,13.07,15.34,14.4975,B,1,2,0.42351939
3594,2021,1,15.15,16.65,16.96,16.1275,B,0,2,0.433899244
3595,2020,3,16.7,14.94,19.0,16.659,B,1,1,0.50493862
3596,2022,2,13.14,13.59,13.77,13.455,C,1,1,0.364313795
3597,2019,10,12.76,17.55,17.33,15.579,B,0,1,0.533241896
3598,2023,1,17.99,15.32,14.66,16.223,B,1,2,0.376624645
3599,2023,16,17.35,12.42,15.16,15.077,B,1,2,0.5390152
3600,2021,7,13.39,10.92,15.89,13.1505,C,1,2,0.467217385
3601,2021,3,10.71,15.04,12.22,12.603,C,1,1,0.335461204
3602,2022,1,13.54,17.33,18.82,16.1865,B,0,2,0.480501613
3603,2020,9,14.16,18.37,11.26,14.9085,B,1,1,0.371523183
3604,2019,7,11.16,14.39,16.12,13.5305,C,1,2,0.473056071
3605,2020,4,18.92,13.16,19.21,16.9765,B,1,1,0.520297674
3606,2021,10,17.84,18.62,17.91,18.1305,A,1,2,0.547870586
3607,2023,5,16.08,17.92,12.61,15.8565,B,1,1,0.365355395
3608,2023,14,15.7,18.26,16.29,16.7435,B,0,1,0.547183407
3609,2019,5,20.0,20.0,18.63,19.6575,A,1,2,0.51579288
3610,2020,4,17.41,19.22,18.1,18.216,A,1,2,0.492518981
3611,2021,1,15.33,12.46,19.13,15.2755,B,1,2,0.488306004
3612,2022,4,11.52,15.86,13.25,13.4715,C,1,1,0.371169134
3613,2020,8,12.8,19.14,16.12,15.849,B,1,2,0.482995997
3614,2021,2,10.51,16.29,15.11,13.683,C,1,2,0.397698474
3615,2019,1,19.29,13.35,15.68,16.3085,B,1,2,0.402029111
3616,2019,9,16.02,20.0,17.61,17.8105,A,1,1,0.530145763
3617,2021,2,13.46,12.65,13.62,13.2165,C,1,1,0.360403526
3618,2019,3,16.96,17.89,14.12,16.5755,B,0,1,0.383029921
3619,2023,2,12.48,16.44,17.75,15.1835,B,0,1,0.463688722
3620,2023,15,17.55,17.24,18.33,17.6365,A,1,1,0.608209181
3621,2022,7,12.57,13.07,16.22,13.6575,C,1,2,0.475453676
3622,2022,8,13.58,15.41,16.15,14.863,B,1,1,0.483629923
3623,2023,3,18.19,18.52,12.04,16.768,B,0,2,0.330999448
3624,2019,4,11.88,13.24,18.64,14.046,B,1,2,0.5060629
3625,2019,5,13.08,13.02,16.64,13.949,C,1,1,0.465987143
3626,2022,5,16.78,14.09,18.81,16.346,B,1,1,0.5203703
3627,2023,3,11.72,14.03,18.1,14.1235,B,1,2,0.48252369
3628,2023,1,13.36,16.84,18.18,15.783,B,1,2,0.464590169
3629,2022,3,9.76,14.29,13.24,12.2155,C,1,1,0.361018581
3630,2023,6,15.7,13.18,19.31,15.7205,B,1,1,0.542822095
3631,2022,3,14.98,13.05,19.2,15.3595,B,1,1,0.510025241
3632,2021,4,12.42,13.41,14.08,13.1815,C,1,1,0.391920537
3633,2021,10,13.79,12.64,16.82,14.145,B,1,1,0.520594026
3634,2020,8,14.6,16.22,18.58,16.162,B,1,1,0.544381825
3635,2022,3,10.94,16.27,12.49,13.193,C,1,2,0.342309554
3636,2019,8,12.97,17.47,12.87,14.52,B,1,1,0.401733233
3637,2020,6,13.3,16.77,16.43,15.297,B,1,2,0.470806151
3638,2021,3,19.92,15.14,18.04,17.777,A,1,2,0.481081132
3639,2019,13,14.97,17.47,18.64,16.7625,B,0,2,0.595918804
3640,2022,5,20.0,15.87,15.93,17.537,A,1,2,0.448181254
3641,2019,2,15.46,14.78,15.77,15.2995,B,1,1,0.414274932
3642,2020,6,18.12,16.04,13.51,16.2395,B,1,1,0.397669939
3643,2023,0,18.58,17.46,18.19,18.0905,A,1,2,0.454724723
3644,2019,8,18.05,13.66,9.09,14.2735,B,1,2,0.307145867
3645,2019,2,20.0,15.86,17.24,17.861,A,1,2,0.451057447
3646,2023,3,15.01,16.07,19.54,16.5135,B,1,2,0.518507072
3647,2019,3,13.46,19.31,17.82,16.5975,B,1,2,0.475501717
3648,2022,3,16.69,16.92,16.08,16.618,B,1,1,0.432112329
3649,2021,4,11.29,18.37,18.77,15.638,B,1,2,0.509157055
3650,2022,5,14.34,11.35,16.95,13.946,C,0,1,0.473734443
3651,2022,1,11.44,17.81,19.41,15.662,B,1,1,0.495154408
3652,2021,3,14.39,14.41,18.03,15.307,B,0,2,0.480751038
3653,2022,2,12.62,15.31,18.35,14.994,B,1,1,0.478638399
3654,2020,4,14.9,20.0,18.92,17.69,A,1,1,0.512885817
3655,2022,0,14.66,19.15,16.25,16.629,B,1,2,0.406301897
3656,2023,6,20.0,20.0,15.37,18.8425,A,0,2,0.444277626
3657,2023,2,12.49,17.36,15.77,15.0145,B,1,1,0.414284715
3658,2023,5,20.0,20.0,18.68,19.67,A,1,1,0.517038169
3659,2023,7,16.91,17.98,17.9,17.532,A,1,1,0.517465167
3660,2019,8,13.24,16.36,9.89,13.4945,C,1,1,0.327158915
3661,2023,5,14.55,16.19,14.23,15.044,B,1,1,0.405777567
3662,2022,4,15.32,19.14,17.17,17.1195,A,1,1,0.469196465
3663,2019,5,14.69,17.77,17.98,16.5905,B,1,2,0.499587471
3664,2022,8,14.7,18.02,15.82,16.142,B,1,2,0.475438688
3665,2019,3,17.73,15.19,16.48,16.5285,B,0,2,0.442068691
3666,2022,10,18.79,18.84,11.76,17.05,A,1,2,0.394008428
3667,2022,3,14.83,12.1,11.59,13.0645,C,1,2,0.319674284
3668,2023,2,14.32,15.72,14.48,14.85,B,1,2,0.381932302
3669,2023,6,16.73,13.68,16.27,15.5475,B,1,1,0.466664974
3670,2022,3,11.02,19.6,15.86,15.233,B,0,1,0.4264384
3671,2022,7,12.67,14.95,16.13,14.333,B,1,2,0.473295677
3672,2020,4,13.4,16.68,19.28,16.018,B,1,1,0.521979764
3673,2021,5,18.96,16.26,17.83,17.7325,A,1,2,0.495813531
3674,2022,5,15.68,17.54,17.69,16.8335,B,1,1,0.492200914
3675,2021,4,16.31,17.66,18.45,17.3175,A,1,2,0.50128621
3676,2023,1,13.42,15.04,17.52,15.012,B,1,2,0.448048523
3677,2023,9,15.81,15.85,14.69,15.544,B,1,1,0.457323658
3678,2022,2,16.7,15.59,14.02,15.6415,B,1,1,0.370443906
3679,2021,6,11.6,12.61,14.99,12.801,C,1,1,0.434672129
3680,2020,2,10.55,16.17,10.7,12.5545,C,1,1,0.287435059
3681,2022,5,11.91,18.06,14.35,14.6725,B,1,2,0.408725404
3682,2019,0,14.43,17.35,18.27,16.412,B,1,1,0.456819855
3683,2019,5,9.9,16.99,16.58,14.0515,B,1,2,0.464613795
3684,2020,2,14.75,16.8,14.53,15.4125,B,1,2,0.383181896
3685,2020,3,15.62,18.84,16.72,17.022,A,0,1,0.447996294
3686,2020,5,12.32,12.76,17.63,13.8015,C,0,1,0.490663233
3687,2022,7,17.15,15.53,13.66,15.7105,B,1,1,0.411414563
3688,2023,4,13.71,17.05,15.54,15.3365,B,1,2,0.428419615
3689,2022,4,9.63,14.07,16.82,12.9815,C,1,1,0.460481427
3690,2022,5,15.62,15.08,14.23,15.0835,B,1,2,0.405750224
3691,2019,4,13.24,18.29,13.46,15.0625,B,0,1,0.376402592
3692,2023,3,12.04,18.31,18.35,15.812,B,1,2,0.488720046
3693,2020,10,16.43,15.0,14.61,15.4745,B,1,1,0.465296399
3694,2020,1,15.23,16.18,17.92,16.235,B,1,2,0.457912503
3695,2019,2,20.0,14.85,13.73,16.63,B,1,2,0.363137086
3696,2023,1,14.32,15.73,15.92,15.2135,B,1,2,0.40793722
3697,2023,2,20.0,19.12,15.8,18.642,A,1,2,0.414883197
3698,2022,2,20.0,14.19,14.69,16.639,B,1,1,0.387201112
3699,2020,9,13.19,15.37,14.8,14.3555,B,0,2,0.460013108
3700,2023,0,10.47,17.61,16.52,14.4815,B,1,1,0.412952793
3701,2022,4,15.86,16.72,16.33,16.2785,B,1,2,0.448279858
3702,2023,7,11.66,18.99,15.6,15.2105,B,1,2,0.459917622
3703,2019,6,16.02,19.69,18.76,17.9895,A,1,1,0.529096879
3704,2023,11,14.85,15.71,18.96,16.1785,B,1,2,0.583898169
3705,2023,6,7.36,17.91,16.01,13.215,C,1,2,0.460312988
3706,2019,4,14.82,15.07,15.85,15.165,B,0,1,0.43619696
3707,2019,7,16.36,16.31,18.28,16.8225,B,1,1,0.527003019
3708,2023,1,13.88,18.66,12.32,15.163,B,1,2,0.318090896
3709,2020,6,16.6,19.21,15.06,17.1285,A,1,1,0.436432704
3710,2019,6,19.38,16.7,14.02,17.102,A,0,2,0.410407162
3711,2022,6,15.86,13.53,8.16,13.1195,C,0,1,0.264056388
3712,2019,6,16.14,16.39,14.8,15.8925,B,1,1,0.430102913
3713,2021,3,12.38,16.16,16.06,14.623,B,1,2,0.431566567
3714,2023,3,17.29,14.07,14.37,15.433,B,1,2,0.389164875
3715,2021,8,17.39,17.09,15.0,16.6875,B,1,2,0.454910433
3716,2021,8,14.09,16.87,18.08,16.0605,B,1,1,0.532029048
3717,2020,8,12.9,15.5,17.1,14.86,B,1,2,0.507477209
3718,2020,4,12.61,17.69,11.39,14.083,B,1,2,0.324740362
3719,2021,9,14.63,12.66,15.58,14.178,B,0,1,0.479396234
3720,2019,6,16.26,12.37,12.1,13.8585,C,1,1,0.362603296
3721,2023,6,16.42,15.93,11.31,14.971,B,0,1,0.342761362
3722,2022,7,13.4,15.97,18.1,15.4745,B,1,1,0.522437325
3723,2020,1,18.99,15.83,14.07,16.654,B,0,1,0.361710766
